lucode,code,nlcd,LULC_name,notes,nlud_simple,nlud_simple_class,nlud_simple_subclass,fertilizer,pesticide,irrigation,planting_diversity,mowing,public_access,green_space,building_type,tree,tree_canopy_percentage,tree_canopy_cover,tree_canopy_colors,c_above,c_below,c_soil,c_dead,c_embedded_storage,c_embedded_emissions,c_annual_emissions
944,52810,81,Hay/Pasture,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
945,52811,81,Hay/Pasture,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
946,52812,81,Hay/Pasture,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
947,52813,81,Hay/Pasture,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
948,52820,82,Cultivated Crops,,52,Transportation,Road and Rail,-1,-1,-1,-1,-1,0,-1,-1,0,0,none,#ffffff,4.793840162,0,65.75263422,0,0,0,0
949,52821,82,Cultivated Crops,,52,Transportation,Road and Rail,-1,-1,-1,-1,-1,0,-1,-1,1,0.15,low,#e5f5e0,18.24176156,0,71.45772764,1.6,0,0,0
950,52822,82,Cultivated Crops,,52,Transportation,Road and Rail,-1,-1,-1,-1,-1,0,-1,-1,2,0.4,medium,#a1d99b,40.6549639,0,80.96621666,4.266666667,0,0,0
951,52823,82,Cultivated Crops,,52,Transportation,Road and Rail,-1,-1,-1,-1,-1,0,-1,-1,3,0.66,high,#31a354,63.96469433,0,90.85504525,7.04,0,0,0
952,52900,90,Woody Wetlands,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
953,52901,90,Woody Wetlands,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
954,52902,90,Woody Wetlands,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
955,52903,90,Woody Wetlands,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
956,52950,95,Emergent Herbaceuous Wetlands,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
957,52951,95,Emergent Herbaceuous Wetlands,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
958,52952,95,Emergent Herbaceuous Wetlands,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
959,52953,95,Emergent Herbaceuous Wetlands,,52,Transportation,Road and Rail,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
960,53110,11,Open Water,,53,Transportation,Other,-1,-1,-1,-1,-1,0,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
961,53111,11,Open Water,,53,Transportation,Other,-1,-1,-1,-1,-1,0,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
962,53112,11,Open Water,,53,Transportation,Other,-1,-1,-1,-1,-1,0,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
963,53113,11,Open Water,,53,Transportation,Other,-1,-1,-1,-1,-1,0,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
964,53120,12,Perennial Ice/Snow,,53,Transportation,Other,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
965,53121,12,Perennial Ice/Snow,,53,Transportation,Other,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
966,53122,12,Perennial Ice/Snow,,53,Transportation,Other,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
967,53123,12,Perennial Ice/Snow,,53,Transportation,Other,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
968,53210,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,25.49986095,4.08,79.01411479,1.76,51.81402439,212.31,37.03522039
969,53211,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,35.84187923,3.468,82.72998612,3.096,51.81402439,212.31,37.03522039
970,53212,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,53.07857637,2.448,88.923105,5.322666667,51.81402439,212.31,37.03522039
971,53213,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,71.0047414,1.3872,95.36394864,7.6384,51.81402439,212.31,37.03522039
972,53220,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,0,0,none,#ffffff,20.90844667,3.52,72.06732319,0.61,207.2560976,849.24,147.1338816
973,53221,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,1,0.15,low,#e5f5e0,31.9391771,2.992,76.82521326,2.1185,207.2560976,849.24,147.1338816
974,53222,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,2,0.4,medium,#a1d99b,50.32372781,2.112,84.75503004,4.632666667,207.2560976,849.24,147.1338816
975,53223,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,3,0.66,high,#31a354,69.44366054,1.1968,93.0020395,7.2474,207.2560976,849.24,147.1338816
976,53230,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,0,0,none,#ffffff,17.69813636,3.08,61.93838294,0.36,234.070122,954.85,720.4716833
977,53231,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,1,0.15,low,#e5f5e0,29.21041333,2.618,68.21561405,1.906,234.070122,954.85,720.4716833
978,53232,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,2,0.4,medium,#a1d99b,48.39754162,1.848,78.67766589,4.482666667,234.070122,954.85,720.4716833
979,53233,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,3,0.66,high,#31a354,68.35215504,1.0472,89.55819981,7.1624,234.070122,954.85,720.4716833
980,53240,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,0,0,none,#ffffff,10.98142029,1.76,44.78642515,0.245,267.9065041,3418.485,1805.616283
981,53241,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,1,0.15,low,#e5f5e0,23.50120467,1.496,53.63644993,1.80825,267.9065041,3418.485,1805.616283
982,53242,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,2,0.4,medium,#a1d99b,44.36751198,1.056,68.38649122,4.413666667,267.9065041,3418.485,1805.616283
983,53243,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",53,Transportation,Other,-1,-1,-1,-1,1,-1,-1,-1,3,0.66,high,#31a354,66.06847158,0.5984,83.72653416,7.1233,267.9065041,3418.485,1805.616283
984,53310,31,Barren Land,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,6.8,0,25.5,0,0,0,0
985,53311,31,Barren Land,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,19.94699743,0,37.24298855,1.6,0,0,0
986,53312,31,Barren Land,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,41.8586598,0,56.81463613,4.266666667,0,0,0
987,53313,31,Barren Land,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,64.64678868,0,77.16914961,7.04,0,0,0
988,53410,41,Deciduous Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,85.88498714,0,96.08994273,8.8,0,0,0
989,53411,41,Deciduous Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,85.88498714,0,96.08994273,8.8,0,0,0
990,53412,41,Deciduous Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,85.88498714,0,96.08994273,8.8,0,0,0
991,53413,41,Deciduous Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,85.88498714,0,96.08994273,8.8,0,0,0
992,53420,42,Evergreen Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,105.6849871,0,96.08994273,14.4,0,0,0
993,53421,42,Evergreen Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,105.6849871,0,96.08994273,14.4,0,0,0
994,53422,42,Evergreen Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,105.6849871,0,96.08994273,14.4,0,0,0
995,53423,42,Evergreen Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,105.6849871,0,96.08994273,14.4,0,0,0
996,53430,43,Mixed Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,91.76997429,0,119.1798855,8.8,0,0,0
997,53431,43,Mixed Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,91.76997429,0,119.1798855,8.8,0,0,0
998,53432,43,Mixed Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,91.76997429,0,119.1798855,8.8,0,0,0
999,53433,43,Mixed Forest,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,91.76997429,0,119.1798855,8.8,0,0,0
1000,53520,52,Shrub/Scrub,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,47.875,0,68.15477645,0,0,0,0
1001,53521,52,Shrub/Scrub,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,54.86074743,0,73.49954853,1.6,0,0,0
1002,53522,52,Shrub/Scrub,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,66.5036598,0,82.407502,4.266666667,0,0,0
1003,53523,52,Shrub/Scrub,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,78.61228868,0,91.6717736,7.04,0,0,0
1004,53710,71,Herbaceuous,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
1005,53711,71,Herbaceuous,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
1006,53712,71,Herbaceuous,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
1007,53713,71,Herbaceuous,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
1008,53810,81,Hay/Pasture,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
1009,53811,81,Hay/Pasture,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
1010,53812,81,Hay/Pasture,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
1011,53813,81,Hay/Pasture,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
1012,53820,82,Cultivated Crops,,53,Transportation,Other,-1,-1,-1,-1,-1,0,-1,-1,0,0,none,#ffffff,4.793840162,0,65.75263422,0,0,0,0
1013,53821,82,Cultivated Crops,,53,Transportation,Other,-1,-1,-1,-1,-1,0,-1,-1,1,0.15,low,#e5f5e0,18.24176156,0,71.45772764,1.6,0,0,0
1014,53822,82,Cultivated Crops,,53,Transportation,Other,-1,-1,-1,-1,-1,0,-1,-1,2,0.4,medium,#a1d99b,40.6549639,0,80.96621666,4.266666667,0,0,0
1015,53823,82,Cultivated Crops,,53,Transportation,Other,-1,-1,-1,-1,-1,0,-1,-1,3,0.66,high,#31a354,63.96469433,0,90.85504525,7.04,0,0,0
1016,53900,90,Woody Wetlands,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
1017,53901,90,Woody Wetlands,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
1018,53902,90,Woody Wetlands,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
1019,53903,90,Woody Wetlands,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
1020,53950,95,Emergent Herbaceuous Wetlands,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
1021,53951,95,Emergent Herbaceuous Wetlands,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
1022,53952,95,Emergent Herbaceuous Wetlands,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
1023,53953,95,Emergent Herbaceuous Wetlands,,53,Transportation,Other,-1,-1,-1,-1,1,0,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
1024,60110,11,Open Water,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
1025,60111,11,Open Water,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
1026,60112,11,Open Water,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
1027,60113,11,Open Water,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
1028,60120,12,Perennial Ice/Snow,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,0,0,0,0,0,0,0
1029,60121,12,Perennial Ice/Snow,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,14.16699743,0,15.56798855,1.6,0,0,0
1030,60122,12,Perennial Ice/Snow,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,37.7786598,0,41.51463613,4.266666667,0,0,0
1031,60123,12,Perennial Ice/Snow,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,62.33478868,0,68.49914961,7.04,0,0,0
1032,60210,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,25.49986095,4.08,79.01411479,1.76,51.81402439,212.31,37.03522039
1033,60211,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,35.84187923,3.468,82.72998612,3.096,51.81402439,212.31,37.03522039
1034,60212,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,53.07857637,2.448,88.923105,5.322666667,51.81402439,212.31,37.03522039
1035,60213,21,"Developed, Open Space","20% trees, 60% grass, and 10% buildings and 10% bare soil",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,71.0047414,1.3872,95.36394864,7.6384,51.81402439,212.31,37.03522039
1036,60220,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,20.90844667,3.52,72.06732319,0.61,207.2560976,849.24,147.1338816
1037,60221,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,31.9391771,2.992,76.82521326,2.1185,207.2560976,849.24,147.1338816
1038,60222,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,50.32372781,2.112,84.75503004,4.632666667,207.2560976,849.24,147.1338816
1039,60223,22,"Developed, Low Intensity","20% trees, 40% grass, and 40% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,69.44366054,1.1968,93.0020395,7.2474,207.2560976,849.24,147.1338816
1040,60230,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,17.69813636,3.08,61.93838294,0.36,234.070122,954.85,720.4716833
1041,60231,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,29.21041333,2.618,68.21561405,1.906,234.070122,954.85,720.4716833
1042,60232,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,48.39754162,1.848,78.67766589,4.482666667,234.070122,954.85,720.4716833
1043,60233,23,"Developed, Medium Intensity","15% trees, 35% grass, and 50% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,68.35215504,1.0472,89.55819981,7.1624,234.070122,954.85,720.4716833
1044,60240,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,10.98142029,1.76,44.78642515,0.245,267.9065041,3418.485,1805.616283
1045,60241,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,23.50120467,1.496,53.63644993,1.80825,267.9065041,3418.485,1805.616283
1046,60242,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,44.36751198,1.056,68.38649122,4.413666667,267.9065041,3418.485,1805.616283
1047,60243,24,"Developed, High Intensity","10% trees, 20% grass, and 70% buildings",60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,66.06847158,0.5984,83.72653416,7.1233,267.9065041,3418.485,1805.616283
1048,60310,31,Barren Land,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,6.8,0,25.5,0,0,0,0
1049,60311,31,Barren Land,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,19.94699743,0,37.24298855,1.6,0,0,0
1050,60312,31,Barren Land,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,41.8586598,0,56.81463613,4.266666667,0,0,0
1051,60313,31,Barren Land,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,64.64678868,0,77.16914961,7.04,0,0,0
1052,60410,41,Deciduous Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,85.88498714,0,96.08994273,8.8,0,0,0
1053,60411,41,Deciduous Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,85.88498714,0,96.08994273,8.8,0,0,0
1054,60412,41,Deciduous Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,85.88498714,0,96.08994273,8.8,0,0,0
1055,60413,41,Deciduous Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,85.88498714,0,96.08994273,8.8,0,0,0
1056,60420,42,Evergreen Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,105.6849871,0,96.08994273,14.4,0,0,0
1057,60421,42,Evergreen Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,105.6849871,0,96.08994273,14.4,0,0,0
1058,60422,42,Evergreen Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,105.6849871,0,96.08994273,14.4,0,0,0
1059,60423,42,Evergreen Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,105.6849871,0,96.08994273,14.4,0,0,0
1060,60430,43,Mixed Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,91.76997429,0,119.1798855,8.8,0,0,0
1061,60431,43,Mixed Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,91.76997429,0,119.1798855,8.8,0,0,0
1062,60432,43,Mixed Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,91.76997429,0,119.1798855,8.8,0,0,0
1063,60433,43,Mixed Forest,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,91.76997429,0,119.1798855,8.8,0,0,0
1064,60520,52,Shrub/Scrub,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,47.875,0,68.15477645,0,0,0,0
1065,60521,52,Shrub/Scrub,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,54.86074743,0,73.49954853,1.6,0,0,0
1066,60522,52,Shrub/Scrub,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,66.5036598,0,82.407502,4.266666667,0,0,0
1067,60523,52,Shrub/Scrub,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,78.61228868,0,91.6717736,7.04,0,0,0
1068,60710,71,Herbaceuous,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
1069,60711,71,Herbaceuous,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
1070,60712,71,Herbaceuous,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
1071,60713,71,Herbaceuous,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
1072,60810,81,Hay/Pasture,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,10.10660117,8,98.79264417,0,0,0,0
1073,60811,81,Hay/Pasture,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,22.75760842,6.8,99.54173609,1.6,0,0,0
1074,60812,81,Hay/Pasture,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,43.84262051,4.8,100.7902226,4.266666667,0,0,0
1075,60813,81,Hay/Pasture,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,65.77103307,2.72,102.0886486,7.04,0,0,0
1076,60820,82,Cultivated Crops,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,4.793840162,0,65.75263422,0,0,0,0
1077,60821,82,Cultivated Crops,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,18.24176156,0,71.45772764,1.6,0,0,0
1078,60822,82,Cultivated Crops,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,40.6549639,0,80.96621666,4.266666667,0,0,0
1079,60823,82,Cultivated Crops,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,63.96469433,0,90.85504525,7.04,0,0,0
1080,60900,90,Woody Wetlands,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
1081,60901,90,Woody Wetlands,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
1082,60902,90,Woody Wetlands,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
1083,60903,90,Woody Wetlands,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,3,0.66,high,#31a354,73.72478868,0,156.5591496,7.04,0,0,0
1084,60950,95,Emergent Herbaceuous Wetlands,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,0,0,none,#ffffff,33.5,0,259,0,0,0,0
1085,60951,95,Emergent Herbaceuous Wetlands,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,1,0.15,low,#e5f5e0,42.64199743,0,235.7179885,1.6,0,0,0
1086,60952,95,Emergent Herbaceuous Wetlands,,60,Other Development,,-1,-1,-1,-1,-1,-1,-1,-1,2,0.4,medium,#a1d99b,57.8786598,0,196.9146361,4.266666667,0,0,0
