lucode,code,nlud_simple_class,nlud_simple_subclass,simple_nlud,nlcd,nlcd_lulc,nlcd_colors,tree,tree_canopy_cover,tree_colors,urban_nature,search_radius_m
1184,053810,Transportation,Other,53,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
1185,053811,Transportation,Other,53,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
1186,053812,Transportation,Other,53,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
1187,053813,Transportation,Other,53,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
1188,053820,Transportation,Other,53,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
1189,053821,Transportation,Other,53,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
1190,053822,Transportation,Other,53,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
1191,053823,Transportation,Other,53,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
1192,053900,Transportation,Other,53,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
1193,053901,Transportation,Other,53,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
1194,053902,Transportation,Other,53,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
1195,053903,Transportation,Other,53,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
1196,053950,Transportation,Other,53,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
1197,053951,Transportation,Other,53,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
1198,053952,Transportation,Other,53,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
1199,053953,Transportation,Other,53,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
1200,060110,Other Development,,60,11,Open Water,#476BA0,0,none,#ffffff,0,2230
1201,060111,Other Development,,60,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
1202,060112,Other Development,,60,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
1203,060113,Other Development,,60,11,Open Water,#476BA0,3,high,#31a354,1,2230
1204,060120,Other Development,,60,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
1205,060121,Other Development,,60,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
1206,060122,Other Development,,60,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
1207,060123,Other Development,,60,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
1208,060210,Other Development,,60,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
1209,060211,Other Development,,60,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
1210,060212,Other Development,,60,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
1211,060213,Other Development,,60,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
1212,060220,Other Development,,60,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
1213,060221,Other Development,,60,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
1214,060222,Other Development,,60,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
1215,060223,Other Development,,60,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
1216,060230,Other Development,,60,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
1217,060231,Other Development,,60,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
1218,060232,Other Development,,60,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
1219,060233,Other Development,,60,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
1220,060240,Other Development,,60,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
1221,060241,Other Development,,60,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
1222,060242,Other Development,,60,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
1223,060243,Other Development,,60,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
1224,060310,Other Development,,60,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
1225,060311,Other Development,,60,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
1226,060312,Other Development,,60,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
1227,060313,Other Development,,60,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
1228,060410,Other Development,,60,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
1229,060411,Other Development,,60,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
1230,060412,Other Development,,60,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
1231,060413,Other Development,,60,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
1232,060420,Other Development,,60,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
1233,060421,Other Development,,60,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
1234,060422,Other Development,,60,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
1235,060423,Other Development,,60,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
1236,060430,Other Development,,60,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
1237,060431,Other Development,,60,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
1238,060432,Other Development,,60,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
1239,060433,Other Development,,60,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
1240,060510,Other Development,,60,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
1241,060511,Other Development,,60,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
1242,060512,Other Development,,60,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
1243,060513,Other Development,,60,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
1244,060520,Other Development,,60,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
1245,060521,Other Development,,60,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
1246,060522,Other Development,,60,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
1247,060523,Other Development,,60,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
1248,060710,Other Development,,60,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
1249,060711,Other Development,,60,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
1250,060712,Other Development,,60,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
1251,060713,Other Development,,60,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
1252,060720,Other Development,,60,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
1253,060721,Other Development,,60,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
1254,060722,Other Development,,60,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
1255,060723,Other Development,,60,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
1256,060730,Other Development,,60,73,Lichens,#99C147,0,none,#ffffff,0,
1257,060731,Other Development,,60,73,Lichens,#99C147,1,low,#e5f5e0,0,
1258,060732,Other Development,,60,73,Lichens,#99C147,2,medium,#a1d99b,0,
1259,060733,Other Development,,60,73,Lichens,#99C147,3,high,#31a354,1,
1260,060740,Other Development,,60,74,Moss,#77AD93,0,none,#ffffff,0,
1261,060741,Other Development,,60,74,Moss,#77AD93,1,low,#e5f5e0,0,
1262,060742,Other Development,,60,74,Moss,#77AD93,2,medium,#a1d99b,0,
1263,060743,Other Development,,60,74,Moss,#77AD93,3,high,#31a354,1,
1264,060810,Other Development,,60,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
1265,060811,Other Development,,60,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
1266,060812,Other Development,,60,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
1267,060813,Other Development,,60,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
1268,060820,Other Development,,60,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
1269,060821,Other Development,,60,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
1270,060822,Other Development,,60,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
1271,060823,Other Development,,60,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
1272,060900,Other Development,,60,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
1273,060901,Other Development,,60,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
1274,060902,Other Development,,60,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
1275,060903,Other Development,,60,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
1276,060950,Other Development,,60,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
1277,060951,Other Development,,60,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
1278,060952,Other Development,,60,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
1279,060953,Other Development,,60,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
1280,070110,Agriculture,,70,11,Open Water,#476BA0,0,none,#ffffff,0,2230
1281,070111,Agriculture,,70,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
1282,070112,Agriculture,,70,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
1283,070113,Agriculture,,70,11,Open Water,#476BA0,3,high,#31a354,1,2230
1284,070120,Agriculture,,70,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
1285,070121,Agriculture,,70,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
1286,070122,Agriculture,,70,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
1287,070123,Agriculture,,70,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
1288,070210,Agriculture,,70,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
1289,070211,Agriculture,,70,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
1290,070212,Agriculture,,70,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
1291,070213,Agriculture,,70,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
1292,070220,Agriculture,,70,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
1293,070221,Agriculture,,70,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
1294,070222,Agriculture,,70,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
1295,070223,Agriculture,,70,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
1296,070230,Agriculture,,70,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
1297,070231,Agriculture,,70,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
1298,070232,Agriculture,,70,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
1299,070233,Agriculture,,70,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
1300,070240,Agriculture,,70,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
1301,070241,Agriculture,,70,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
1302,070242,Agriculture,,70,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
1303,070243,Agriculture,,70,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
1304,070310,Agriculture,,70,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
1305,070311,Agriculture,,70,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
1306,070312,Agriculture,,70,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
1307,070313,Agriculture,,70,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
1308,070410,Agriculture,,70,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
1309,070411,Agriculture,,70,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
1310,070412,Agriculture,,70,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
1311,070413,Agriculture,,70,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
1312,070420,Agriculture,,70,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
1313,070421,Agriculture,,70,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
1314,070422,Agriculture,,70,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
1315,070423,Agriculture,,70,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
1316,070430,Agriculture,,70,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
1317,070431,Agriculture,,70,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
1318,070432,Agriculture,,70,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
1319,070433,Agriculture,,70,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
1320,070510,Agriculture,,70,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
1321,070511,Agriculture,,70,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
1322,070512,Agriculture,,70,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
1323,070513,Agriculture,,70,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
1324,070520,Agriculture,,70,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
1325,070521,Agriculture,,70,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
1326,070522,Agriculture,,70,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
1327,070523,Agriculture,,70,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
1328,070710,Agriculture,,70,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
1329,070711,Agriculture,,70,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
1330,070712,Agriculture,,70,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
1331,070713,Agriculture,,70,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
1332,070720,Agriculture,,70,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
1333,070721,Agriculture,,70,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
1334,070722,Agriculture,,70,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
1335,070723,Agriculture,,70,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
1336,070730,Agriculture,,70,73,Lichens,#99C147,0,none,#ffffff,0,
1337,070731,Agriculture,,70,73,Lichens,#99C147,1,low,#e5f5e0,0,
1338,070732,Agriculture,,70,73,Lichens,#99C147,2,medium,#a1d99b,0,
1339,070733,Agriculture,,70,73,Lichens,#99C147,3,high,#31a354,1,
1340,070740,Agriculture,,70,74,Moss,#77AD93,0,none,#ffffff,0,
1341,070741,Agriculture,,70,74,Moss,#77AD93,1,low,#e5f5e0,0,
1342,070742,Agriculture,,70,74,Moss,#77AD93,2,medium,#a1d99b,0,
1343,070743,Agriculture,,70,74,Moss,#77AD93,3,high,#31a354,1,
1344,070810,Agriculture,,70,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
1345,070811,Agriculture,,70,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
1346,070812,Agriculture,,70,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
1347,070813,Agriculture,,70,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
1348,070820,Agriculture,,70,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
1349,070821,Agriculture,,70,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
1350,070822,Agriculture,,70,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
1351,070823,Agriculture,,70,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
1352,070900,Agriculture,,70,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
1353,070901,Agriculture,,70,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
1354,070902,Agriculture,,70,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
1355,070903,Agriculture,,70,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
1356,070950,Agriculture,,70,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
1357,070951,Agriculture,,70,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
1358,070952,Agriculture,,70,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
1359,070953,Agriculture,,70,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
1360,080110,Rangeland,,80,11,Open Water,#476BA0,0,none,#ffffff,0,2230
1361,080111,Rangeland,,80,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
1362,080112,Rangeland,,80,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
1363,080113,Rangeland,,80,11,Open Water,#476BA0,3,high,#31a354,1,2230
1364,080120,Rangeland,,80,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
1365,080121,Rangeland,,80,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
1366,080122,Rangeland,,80,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
1367,080123,Rangeland,,80,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
1368,080210,Rangeland,,80,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
1369,080211,Rangeland,,80,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
1370,080212,Rangeland,,80,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
1371,080213,Rangeland,,80,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
1372,080220,Rangeland,,80,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
1373,080221,Rangeland,,80,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
1374,080222,Rangeland,,80,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
1375,080223,Rangeland,,80,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
1376,080230,Rangeland,,80,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
1377,080231,Rangeland,,80,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
1378,080232,Rangeland,,80,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
1379,080233,Rangeland,,80,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
1380,080240,Rangeland,,80,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
1381,080241,Rangeland,,80,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
1382,080242,Rangeland,,80,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
1383,080243,Rangeland,,80,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
1384,080310,Rangeland,,80,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
1385,080311,Rangeland,,80,31,Barren Land (Rock/Sand/Clay),#B2ADA3,1,low,#e5f5e0,0,2230
1386,080312,Rangeland,,80,31,Barren Land (Rock/Sand/Clay),#B2ADA3,2,medium,#a1d99b,0,2230
1387,080313,Rangeland,,80,31,Barren Land (Rock/Sand/Clay),#B2ADA3,3,high,#31a354,1,2230
1388,080410,Rangeland,,80,41,Deciduous Forest,#68AA63,0,none,#ffffff,1,2230
1389,080411,Rangeland,,80,41,Deciduous Forest,#68AA63,1,low,#e5f5e0,1,2230
1390,080412,Rangeland,,80,41,Deciduous Forest,#68AA63,2,medium,#a1d99b,1,2230
1391,080413,Rangeland,,80,41,Deciduous Forest,#68AA63,3,high,#31a354,1,2230
1392,080420,Rangeland,,80,42,Evergreen Forest,#1C6330,0,none,#ffffff,1,2230
1393,080421,Rangeland,,80,42,Evergreen Forest,#1C6330,1,low,#e5f5e0,1,2230
1394,080422,Rangeland,,80,42,Evergreen Forest,#1C6330,2,medium,#a1d99b,1,2230
1395,080423,Rangeland,,80,42,Evergreen Forest,#1C6330,3,high,#31a354,1,2230
1396,080430,Rangeland,,80,43,Mixed Forest,#B5C98E,0,none,#ffffff,1,2230
1397,080431,Rangeland,,80,43,Mixed Forest,#B5C98E,1,low,#e5f5e0,1,2230
1398,080432,Rangeland,,80,43,Mixed Forest,#B5C98E,2,medium,#a1d99b,1,2230
1399,080433,Rangeland,,80,43,Mixed Forest,#B5C98E,3,high,#31a354,1,2230
1400,080510,Rangeland,,80,51,Dwarf Scrub,#A58C30,0,none,#ffffff,0,
1401,080511,Rangeland,,80,51,Dwarf Scrub,#A58C30,1,low,#e5f5e0,0,
1402,080512,Rangeland,,80,51,Dwarf Scrub,#A58C30,2,medium,#a1d99b,0,
1403,080513,Rangeland,,80,51,Dwarf Scrub,#A58C30,3,high,#31a354,1,
1404,080520,Rangeland,,80,52,Scrub/Shrub,#CCBA7C,0,none,#ffffff,1,2230
1405,080521,Rangeland,,80,52,Scrub/Shrub,#CCBA7C,1,low,#e5f5e0,1,2230
1406,080522,Rangeland,,80,52,Scrub/Shrub,#CCBA7C,2,medium,#a1d99b,1,2230
1407,080523,Rangeland,,80,52,Scrub/Shrub,#CCBA7C,3,high,#31a354,1,2230
1408,080710,Rangeland,,80,71,Grassland/Herbaceous,#E2E2C1,0,none,#ffffff,1,2230
1409,080711,Rangeland,,80,71,Grassland/Herbaceous,#E2E2C1,1,low,#e5f5e0,1,2230
1410,080712,Rangeland,,80,71,Grassland/Herbaceous,#E2E2C1,2,medium,#a1d99b,1,2230
1411,080713,Rangeland,,80,71,Grassland/Herbaceous,#E2E2C1,3,high,#31a354,1,2230
1412,080720,Rangeland,,80,72,Sedge/Herbaceuous,#C9C977,0,none,#ffffff,0,
1413,080721,Rangeland,,80,72,Sedge/Herbaceuous,#C9C977,1,low,#e5f5e0,0,
1414,080722,Rangeland,,80,72,Sedge/Herbaceuous,#C9C977,2,medium,#a1d99b,0,
1415,080723,Rangeland,,80,72,Sedge/Herbaceuous,#C9C977,3,high,#31a354,1,
1416,080730,Rangeland,,80,73,Lichens,#99C147,0,none,#ffffff,0,
1417,080731,Rangeland,,80,73,Lichens,#99C147,1,low,#e5f5e0,0,
1418,080732,Rangeland,,80,73,Lichens,#99C147,2,medium,#a1d99b,0,
1419,080733,Rangeland,,80,73,Lichens,#99C147,3,high,#31a354,1,
1420,080740,Rangeland,,80,74,Moss,#77AD93,0,none,#ffffff,0,
1421,080741,Rangeland,,80,74,Moss,#77AD93,1,low,#e5f5e0,0,
1422,080742,Rangeland,,80,74,Moss,#77AD93,2,medium,#a1d99b,0,
1423,080743,Rangeland,,80,74,Moss,#77AD93,3,high,#31a354,1,
1424,080810,Rangeland,,80,81,Pasture/Hay,#DBD83D,0,none,#ffffff,0,2230
1425,080811,Rangeland,,80,81,Pasture/Hay,#DBD83D,1,low,#e5f5e0,0,2230
1426,080812,Rangeland,,80,81,Pasture/Hay,#DBD83D,2,medium,#a1d99b,0,2230
1427,080813,Rangeland,,80,81,Pasture/Hay,#DBD83D,3,high,#31a354,1,2230
1428,080820,Rangeland,,80,82,Cultivated Crops,#AA7028,0,none,#ffffff,0,2230
1429,080821,Rangeland,,80,82,Cultivated Crops,#AA7028,1,low,#e5f5e0,0,2230
1430,080822,Rangeland,,80,82,Cultivated Crops,#AA7028,2,medium,#a1d99b,0,2230
1431,080823,Rangeland,,80,82,Cultivated Crops,#AA7028,3,high,#31a354,1,2230
1432,080900,Rangeland,,80,90,Woody Wetlands,#BAD8EA,0,none,#ffffff,1,2230
1433,080901,Rangeland,,80,90,Woody Wetlands,#BAD8EA,1,low,#e5f5e0,1,2230
1434,080902,Rangeland,,80,90,Woody Wetlands,#BAD8EA,2,medium,#a1d99b,1,2230
1435,080903,Rangeland,,80,90,Woody Wetlands,#BAD8EA,3,high,#31a354,1,2230
1436,080950,Rangeland,,80,95,Emergent Herbaceous Wetlands,#70A3BA,0,none,#ffffff,1,2230
1437,080951,Rangeland,,80,95,Emergent Herbaceous Wetlands,#70A3BA,1,low,#e5f5e0,1,2230
1438,080952,Rangeland,,80,95,Emergent Herbaceous Wetlands,#70A3BA,2,medium,#a1d99b,1,2230
1439,080953,Rangeland,,80,95,Emergent Herbaceous Wetlands,#70A3BA,3,high,#31a354,1,2230
1440,090110,Extractive/Mining,,90,11,Open Water,#476BA0,0,none,#ffffff,0,2230
1441,090111,Extractive/Mining,,90,11,Open Water,#476BA0,1,low,#e5f5e0,0,2230
1442,090112,Extractive/Mining,,90,11,Open Water,#476BA0,2,medium,#a1d99b,0,2230
1443,090113,Extractive/Mining,,90,11,Open Water,#476BA0,3,high,#31a354,1,2230
1444,090120,Extractive/Mining,,90,12,Perennial Ice/Snow,#D1DDF9,0,none,#ffffff,0,2230
1445,090121,Extractive/Mining,,90,12,Perennial Ice/Snow,#D1DDF9,1,low,#e5f5e0,0,2230
1446,090122,Extractive/Mining,,90,12,Perennial Ice/Snow,#D1DDF9,2,medium,#a1d99b,0,2230
1447,090123,Extractive/Mining,,90,12,Perennial Ice/Snow,#D1DDF9,3,high,#31a354,1,2230
1448,090210,Extractive/Mining,,90,21,"Developed, Open Space",#DDC9C9,0,none,#ffffff,0,2230
1449,090211,Extractive/Mining,,90,21,"Developed, Open Space",#DDC9C9,1,low,#e5f5e0,0,2230
1450,090212,Extractive/Mining,,90,21,"Developed, Open Space",#DDC9C9,2,medium,#a1d99b,0,2230
1451,090213,Extractive/Mining,,90,21,"Developed, Open Space",#DDC9C9,3,high,#31a354,1,2230
1452,090220,Extractive/Mining,,90,22,"Developed, Low Intensity",#D89382,0,none,#ffffff,0,2230
1453,090221,Extractive/Mining,,90,22,"Developed, Low Intensity",#D89382,1,low,#e5f5e0,0,2230
1454,090222,Extractive/Mining,,90,22,"Developed, Low Intensity",#D89382,2,medium,#a1d99b,0,2230
1455,090223,Extractive/Mining,,90,22,"Developed, Low Intensity",#D89382,3,high,#31a354,1,2230
1456,090230,Extractive/Mining,,90,23,"Developed, Medium Intensity",#ED0000,0,none,#ffffff,0,2230
1457,090231,Extractive/Mining,,90,23,"Developed, Medium Intensity",#ED0000,1,low,#e5f5e0,0,2230
1458,090232,Extractive/Mining,,90,23,"Developed, Medium Intensity",#ED0000,2,medium,#a1d99b,0,2230
1459,090233,Extractive/Mining,,90,23,"Developed, Medium Intensity",#ED0000,3,high,#31a354,1,2230
1460,090240,Extractive/Mining,,90,24,"Developed, High Intensity",#AA0000,0,none,#ffffff,0,2230
1461,090241,Extractive/Mining,,90,24,"Developed, High Intensity",#AA0000,1,low,#e5f5e0,0,2230
1462,090242,Extractive/Mining,,90,24,"Developed, High Intensity",#AA0000,2,medium,#a1d99b,0,2230
1463,090243,Extractive/Mining,,90,24,"Developed, High Intensity",#AA0000,3,high,#31a354,1,2230
1464,090310,Extractive/Mining,,90,31,Barren Land (Rock/Sand/Clay),#B2ADA3,0,none,#ffffff,0,2230
